"origin"	"dest"	"count"
2984699	358619	1
3024035	361058	1
2969679	361055	2
3036689	361058	1
2977144	361058	1
2981629	361058	1
3030300	2988507	1
3019090	3018044	1
3018044	359796	1
3022989	359796	1
2968405	2988507	1
3002801	361058	2
2979783	361055	1
3030460	3030460	1
3030460	2988507	1
358048	361055	1
2974304	361058	1
2973993	2973993	1
2973993	359796	1
3021356	358619	1
2994099	361058	1
390903	360630	3
2978100	360630	4
3005825	359796	1
2983276	358619	1
2991861	2991861	2
2991861	360630	2
2654394	2654394	1
2654394	360630	1
2973520	361058	1
3020119	360630	1
3027857	3027857	3
3027857	359796	2
3028330	358619	1
2993024	359796	1
3164582	359796	1
2978766	2978766	1
2978766	359796	1
2998354	3035088	1
3035088	361058	1
2998354	360630	1
2976125	360630	4
266826	360630	1
266826	361058	2
361058	361320	2
3002138	361055	1
2971056	360630	4
2971056	2971056	2
2995573	2988507	1
3028214	361058	1
2977824	360630	1
2988394	361058	1
2970923	2970923	1
2970923	360630	1
2985749	358619	1
3034655	361058	1
3036235	358619	1
3035498	361058	2
2970316	361058	1
2991029	3038261	1
3038261	361055	1
3035928	1566083	1
2492913	361058	1
6617123	6617123	1
6617123	361058	1
8296870	2976792	1
2976792	359796	1
2969176	361058	2
3006380	360630	1
3170831	358619	1
3027355	361058	1
3034911	361058	1
2982811	2982811	1
2982811	359796	1
3035746	358619	1
3013663	2972328	1
2981115	2981115	1
2981115	359796	1
3029030	358619	1
2967288	2967288	1
2971445	361058	1
2759794	1648148	1
1648148	359796	1
2995790	361055	1
2992856	3030300	1
2990590	361058	2
2972350	3013508	1
3013508	3023763	1
3023763	347634	1
347634	360630	1
2972350	359783	1
360630	361661	1
2988507	347634	1
2990590	2990590	1
2978640	3014728	1
3013508	2978148	1
2978148	360630	1
6299463	361058	1
2994525	359796	1
2983262	360630	1
3029030	2988507	1
3029030	361058	1
3037049	361058	1
2993947	359796	2
3038230	2988507	1
2968391	361058	1
2482908	361058	1
3015857	361058	1
3026845	360630	1
3032505	361058	1
3032125	361058	1
3021221	361058	1
3019923	361058	1
2997395	361058	1
3020251	360630	2
2977081	2977081	1
2977081	359796	1
2991954	359796	1
6694622	359796	1
2562770	360630	1
2982159	360630	1
3003517	360630	1
3020035	360630	1
2979475	358619	1
2978525	361055	1
3011969	361058	1
3037512	3037512	1
3037512	360630	3
2991214	359796	3
2994106	361058	1
2992863	361058	2
3014816	359796	2
2984037	361058	1
3019348	358619	1
3036418	3002520	1
3002520	361058	1
2512989	361058	1
3023808	2507480	1
2975333	361058	1
2968691	2968691	1
6694620	360630	2
2995469	6694620	1
2993875	3017382	1
3017382	2993875	1
2993875	2993875	1
3038224	359796	2
3016274	359796	1
3006699	3006699	1
3006699	359796	1
3012777	361058	1
3026610	361058	1
2983362	360630	2
2800298	360630	1
3021263	360686	1
2989640	2971041	1
2971041	359796	1
359992	361058	1
3027484	361058	1
3024916	2990005	1
2990005	361058	1
3029094	358619	1
3006787	1566083	1
3012732	359796	1
2977355	359796	1
8378560	360630	1
3021233	361058	1
2985196	360630	1
2523920	2988507	1
3031133	360630	4
3031133	358683	1
3023473	358619	1
2987551	360630	1
3034241	361055	1
3021000	361058	1
2523920	2995469	1
3011313	3011313	1
2993457	361058	1
3034515	3034515	1
3034515	361058	1
2990919	361058	1
3016912	360630	1
2985361	361058	1
2983855	360630	1
2982967	360630	2
2969612	359796	1
3010025	358619	6
3008636	358619	1
360630	352261	2
352261	360630	2
3026615	361058	1
2978004	361058	1
3021048	360630	1
3020119	359796	1
3022897	358619	1
2991346	360630	1
3027447	361058	1
3031868	361058	2
2977255	359796	1
2992373	361055	1
361058	358683	2
2987370	361058	1
3012822	2988507	1
3037300	2996944	1
3035156	3035156	1
2970455	361058	1
3034911	358619	1
2978658	2995469	1
2986724	2986724	1
2986724	359796	1
2491042	361058	2
3010025	360761	1
3028263	361058	4
2981532	361058	1
3016264	361058	1
3026613	360630	1
2990205	361058	1
6694622	361058	1
6299393	361058	2
2975446	361058	2
2976805	2976805	2
2976805	360630	1
3007694	361058	1
3020810	3020810	1
3020810	360630	1
2984741	361058	1
3020635	361058	1
3019978	361058	1
3027604	360630	1
2967707	2978789	1
2978789	360630	1
6620212	361058	1
3029421	359796	1
2973393	358619	2
3008391	3008391	2
3008391	360630	1
3008391	3010025	1
3010025	360630	3
2499193	361058	2
2975020	2975020	1
3020887	359796	1
3005948	361058	1
3014856	361058	5
3006511	361058	1
2991342	359796	1
2968956	361058	1
3006219	361058	1
2976134	361058	1
2985982	2985982	1
2985982	360630	1
2989460	359796	1
2989460	2989460	1
3008503	359796	1
2983154	358619	1
3035828	2485926	1
3037523	360630	1
2968985	358619	1
2997336	3028641	1
2989000	361055	1
6297040	359796	1
2523630	2523630	1
2523630	360630	1
2992778	361058	1
2988393	360630	1
3033692	359796	1
2981983	360630	1
2991346	2991346	1
2991346	361058	1
2992292	361058	1
2978100	2978100	4
2978100	2995469	1
2981433	359796	1
2994896	361058	1
3013456	358619	1
3015717	359796	1
2659994	361058	1
2988507	2507480	1
2986046	2986046	1
2986046	359796	1
2986645	361058	1
3004357	3004357	1
3004357	361058	1
3035938	361058	1
2973579	359796	1
2980400	360630	1
2661144	361055	3
2979278	2979278	1
2979278	361058	1
2990355	1566083	1
2979041	361055	1
3029094	1566083	1
5112222	361058	1
2981781	361058	1
3006283	361058	1
935221	935221	1
935221	361058	1
3007856	359796	1
2982636	2982636	1
2967803	361058	2
2967203	361058	2
2974618	361058	1
3002598	360630	1
2981500	360630	1
3017702	3017702	1
3017702	359796	1
2983127	361058	1
3037514	360630	1
2992890	2996944	1
2970701	361058	1
3017620	3017620	1
3017620	361058	1
2974800	359796	1
2977544	361058	1
2970654	2970654	1
2970654	357994	1
3030021	3030021	1
3030021	359796	1
2995752	358619	1
3016690	360630	1
2980291	2995469	1
2980262	361055	1
2977637	361058	1
3030057	3030057	1
2975020	359796	1
2980262	2980262	1
2980262	2990363	1
3010071	2988507	1
2977824	360686	1
2980203	360630	1
2661143	360630	1
2995582	2995582	1
2995582	359796	1
2995469	311046	1
259972	361058	3
2646057	360630	1
2972748	361058	1
3038079	361058	1
3016697	361058	1
3172557	360630	1
2995107	2559707	1
2559707	361058	1
2973783	2994160	1
3021199	360630	1
2972214	2995469	1
3033791	3033791	1
3014150	361058	1
2984701	361058	3
2995988	360630	1
3037854	2988507	1
3023424	1566083	1
2979207	360630	1
2972971	359796	1
2986669	361058	1
6615539	361058	1
2983276	1848354	1
1848354	359796	1
2994798	361055	3
3018279	361055	1
2996944	3035681	1
2978893	361058	1
3031005	359796	1
3018179	361055	1
2969447	361055	2
3018794	361058	4
3027619	360630	1
3173435	361058	1
3036395	361058	1
2986495	358619	2
2997439	360630	1
359783	358269	1
358269	361058	1
2994617	2995469	1
2988507	359280	1
2997727	361058	1
2993383	358619	1
3016000	358619	1
3009901	361058	1
2998693	361058	1
3164603	360630	2
2977063	360630	2
2997329	361058	1
2997439	361058	1
3004775	361055	1
3037656	358619	1
3024651	361058	1
3021108	361055	1
2982994	2982994	1
2982994	359796	1
2987457	359796	1
3016871	361058	1
3015948	3028073	1
3028073	361058	1
2978985	360630	1
3037209	361058	1
2972647	361058	1
3020057	361058	1
2994160	2988507	1
2994052	360630	1
3018794	3018794	2
2975982	359796	1
3018794	347497	1
3026130	3026130	2
3026130	360630	1
3012664	361058	1
2992221	2992221	1
2992221	358619	1
2973783	3034506	1
3034506	361055	1
2994902	358619	1
2993586	362277	1
2971053	358619	1
2970288	360630	1
3009649	361058	2
2994617	361058	1
2994617	359796	1
2997439	2988507	1
2978138	359796	1
3020225	361058	1
2995469	3016702	1
6694627	2995469	2
3014477	359796	1
2988507	361661	1
170063	360630	2
6450181	360630	1
3030300	360630	3
3008825	2988507	1
2992624	2992624	1
2972203	360630	1
3005326	3005326	2
3005326	2972328	2
3936456	360630	1
3034475	358619	1
2983705	361058	1
3037540	360630	1
3015902	3037540	1
3037540	3015902	1
3015902	360630	1
3021127	358619	1
3008069	3008069	1
3008069	361058	1
5391959	361058	1
3011353	3011353	1
3011353	359796	1
3016330	358619	1
3027621	359796	1
3028333	359796	1
2986687	2986687	1
2986687	359796	1
2980108	360630	1
3036578	3036578	1
3036578	359796	1
2995493	359796	1
3018366	2977295	1
2977295	359796	1
2987111	360630	1
2967189	360630	1
2980916	361058	1
3035883	361055	1
3033382	361058	1
2988507	351481	1
3014717	3014717	1
3014717	360630	2
3021382	3021382	3
3021382	360630	1
1566083	1566083	1
2986699	2995469	1
2969194	361058	1
3018794	3003796	1
2979185	361055	1
2979185	360630	1
2979185	358619	1
2977495	361055	1
3018152	361058	1
3012315	360630	1
2985963	358619	1
2980111	358619	1
2925550	360630	1
2925550	2995469	1
3029462	359796	1
3030668	3030668	1
3030668	361058	1
2790471	361055	1
2992771	360630	1
2971482	361058	2
2990612	361058	1
2980108	2980108	1
2980108	359796	1
3020020	359796	1
2980438	3007053	1
3007053	361058	1
2986200	2986200	1
2986200	360630	1
3029162	360630	2
3025188	361058	1
2994126	361058	1
6616400	361058	1
2987863	359796	1
2986592	361058	1
3031801	358619	2
2980476	360630	1
6620229	358619	2
2507480	2510769	1
2510769	361058	2
2970860	2970860	1
2970860	361058	1
2998126	359783	1
2998540	3038354	1
3016194	361058	1
2506999	2485926	1
2989460	361058	3
3027422	3027422	1
3027422	359796	1
2980006	361058	1
2658989	361058	1
2990135	361055	2
3026625	361058	1
3024631	3024631	1
3024631	360630	1
2995339	360630	1
3022540	361055	1
3031020	358619	1
3024979	361058	1
3024787	359796	1
3180927	361058	1
6694584	358619	1
3026208	361058	1
2989317	361320	1
361320	361058	1
2979502	360630	1
3024297	2990683	1
2990683	361055	1
3036433	361055	3
3003616	1566083	1
3022530	360630	1
3016961	3022124	1
3022124	361058	1
2993240	361058	2
2507480	2988507	1
3014776	361055	3
2984718	358619	1
3001988	359796	1
3012649	361058	1
2984114	2988507	2
2997111	359796	1
3035396	360630	3
2985096	361058	2
3030772	361058	2
2986801	361055	1
2986801	359796	1
2981898	361058	1
3022600	2978992	1
2978992	360630	1
3022600	360630	1
3031133	358619	1
2994078	360630	1
2992266	361058	1
3029227	3029227	1
3029227	359796	1
3002722	361058	1
2977921	359796	2
3028341	361058	1
2985934	358619	1
2989569	360630	1
2997340	2472350	1
3029168	359796	1
3009223	2985143	1
2985143	361058	1
3023371	3027641	1
3027641	359796	1
2974348	361058	1
3025910	360630	1
2977741	2977741	1
2977741	359796	1
2973182	359796	1
2992360	361058	1
3022187	361058	1
2983661	361058	1
3037682	360630	1
2996944	3032635	1
3032635	361058	1
361058	2988507	1
524901	361058	1
3578682	2988507	1
2990919	2990919	1
2990919	359796	1
2987421	2987421	2
2987421	359796	2
6519553	360630	1
2981975	2981975	1
2981975	359796	1
3017868	361055	1
2969388	360630	1
3031089	360630	1
3029350	360630	1
2980006	360630	1
3036135	361058	1
2659496	360630	1
3034126	3034126	1
3034126	360630	3
798544	360630	1
3006211	3024635	1
3024635	359796	2
2986822	2995024	1
2995024	361058	2
3036418	359493	1
698740	361058	1
745044	262603	1
262603	361058	1
3011049	360630	1
3037167	2988507	1
2972857	361058	1
3037167	2995469	1
2995469	3037167	1
3037167	361058	1
3018231	3018231	1
3018231	361058	1
3021263	358619	1
3000473	359796	1
2978898	361058	1
3037287	3037287	1
3037287	360630	1
3006203	360630	1
2988063	361058	1
3177426	361058	1
6620214	358619	1
2977397	361058	1
2971971	359796	1
3018074	360610	1
2994029	2994029	1
2994029	361058	1
2981514	358619	1
3012715	359796	1
3033708	361058	1
2986495	2986495	1
2986495	361058	1
8285532	8285532	1
8285532	359796	1
3029563	3029563	1
3026130	361058	1
3029125	361058	1
2985947	361058	1
3015996	361058	1
3011385	361058	1
2993766	361058	1
935316	360630	1
298795	361058	1
3014392	2990969	1
2970634	359796	1
3034056	361058	1
2981263	361058	2
2973394	2973394	1
2973394	359796	1
2659994	360630	1
3010201	360610	1
6615358	361058	1
3024086	358619	1
3033976	3033976	1
3033976	361058	1
3009879	3009879	1
3009879	360630	1
2976895	361055	2
3005623	361055	1
3019942	3019942	1
3019942	359796	1
3005091	360630	1
3011563	359796	1
2970070	360630	1
2986541	361058	1
2968867	360630	1
2989887	2995469	1
2970408	361058	2
2986274	2986275	1
2986275	361058	1
2970408	2970408	1
3026221	3026221	1
3026221	359796	1
3031027	3008206	1
3008206	359796	2
2978801	2978801	1
2978801	361058	1
3037045	3020020	1
3020020	360630	1
2991318	360686	1
3036139	361055	3
3034926	361058	1
2991458	3171058	1
3004427	2995469	1
2974645	361058	1
3014699	361058	1
2969234	2969234	1
2969234	361058	1
3029227	358619	1
3018238	2994057	1
2994057	360630	1
6452941	361058	1
3181539	361058	1
361058	379252	2
2980669	360630	1
3012937	361058	1
2514301	360630	1
3007912	3033241	1
3033241	358619	1
2986253	2972328	1
2989506	358619	1
3031222	358619	1
3006751	361058	1
3036418	361058	3
3036784	361058	1
3037572	361058	1
3024967	360630	1
3014772	361058	1
2979798	2979798	1
2979798	361058	1
2977546	360630	1
2970489	360630	1
2983854	2983854	1
2983854	360630	1
3023476	361058	2
276781	2995469	1
2975314	2975314	1
2975314	359796	1
3008860	3008860	2
3008860	361058	2
2968545	361058	1
3018392	359796	1
3022540	360630	1
3016871	2987508	1
2987508	359796	1
2989569	359796	2
2997445	361058	1
3029213	359796	1
3035628	2996944	1
2996944	350767	1
3165185	360630	1
11396179	360630	1
3025132	361058	1
2980954	361058	1
3007609	361058	1
2800866	361058	1
2982384	359796	1
3034800	360630	1
3030098	361058	1
3038186	358619	1
3036957	360630	1
3017906	359796	1
3036112	2988507	1
3029094	361058	1
3028542	361058	1
2983207	361058	1
264371	361058	1
3004324	360630	1
2988329	361058	1
3024314	1566083	1
3014403	359796	1
3018679	361055	1
2979983	358619	1
3033534	361058	1
2986640	361058	1
3002446	360630	1
2993403	2977295	1
2991772	359796	1
2996268	361058	1
3021552	359796	1
3025053	1566083	1
2643743	361058	1
2979662	359796	1
2986750	2986750	1
2986750	359796	1
2970838	358619	1
3038334	2507480	1
361058	127486	2
2996944	358048	1
2981872	2981872	1
2981872	359796	1
3032574	3032574	1
3032574	360630	1
3018684	358619	1
3013249	3013249	1
3013249	359796	1
3023773	360630	1
3014224	361058	1
3034697	2990969	1
3016711	360630	1
3033625	359796	1
2981217	361058	1
2976375	2976375	1
2976375	361058	1
2977321	3032278	1
3032278	359796	1
2979693	360630	1
3012250	359796	1
2971868	2971868	1
2971868	361058	1
3173331	358619	1
3021889	361058	1
2998497	358619	1
2981041	361058	1
3031864	360630	1
3025551	359796	1
3028868	3028868	1
3028868	361058	1
3023244	361055	1
3005825	358619	1
2969366	2968054	1
2972772	360630	1
2990440	361055	1
2983694	2995469	1
2983369	359796	1
3036433	2995469	1
2970054	2995469	1
3021397	358619	1
3021397	361055	1
2975908	3014728	1
2976341	359796	1
2975798	2975798	1
2975798	359796	1
354365	361058	1
3009443	3009443	1
3009443	359796	1
3003544	358619	2
2969388	357994	1
2996217	360630	1
359173	360630	1
3170831	361058	1
2990141	2507480	1
3036326	361058	1
2981206	2996944	1
2978112	358619	1
2984516	358619	1
2968281	358619	1
3037263	3037263	1
3037263	360630	1
3024297	3024297	5
2874225	361058	1
2989914	361058	1
2988698	2988698	1
2988698	359796	1
3038266	361058	1
2990266	361058	1
2971874	358619	1
3033913	358619	1
3029883	360630	1
3038638	2992166	2
6694596	361058	1
2988507	360761	1
360761	360630	1
3011819	3011819	1
3011819	359796	1
3007262	3007263	1
3007263	361058	1
2994511	2994511	1
2994511	361058	1
2989200	1566083	1
2990969	2988507	1
2970075	361058	1
3008206	361058	1
2992722	358619	1
3024782	361058	1
3013500	3013500	1
3013500	359796	1
3001861	361058	1
2973991	359796	1
2973492	2973492	1
2973492	359796	1
2978356	361058	1
3012585	3012585	1
3012585	361058	1
3031801	361058	1
3020810	361058	1
2993081	2993081	1
2993081	359796	1
2996944	2989503	1
2989503	359796	1
3012713	3004029	1
3004029	359796	1
3005559	3005559	1
3005559	359796	1
3009879	361058	1
3038384	3038384	1
3038384	359796	1
2977645	358619	1
3217445	360630	1
3028966	3028966	1
3028966	361058	1
2991954	360630	1
3020720	745044	1
6426532	359796	1
3164603	3164603	1
3020894	359796	1
3030300	1566083	1
3018506	360630	1
2990325	2990325	1
2990325	359796	1
2994806	361055	1
12088643	361058	1
3002981	3002981	1
3002981	360630	1
2977387	360630	1
3006770	360630	2
2992292	2992292	1
2992292	359796	1
3012786	360630	1
3024440	360630	4
3007528	361055	1
3018032	361055	1
3024440	2988507	1
2988507	3024440	1
2996054	361058	1
2967695	2967695	1
2967695	360630	1
6299592	6299592	10
311046	3023517	1
3023517	361058	1
3038638	360610	1
2967378	361055	1
3021318	361058	1
3025045	2995469	1
3005915	2993002	1
2977496	361058	1
2973108	359796	1
3027235	359796	1
3027235	2996944	1
3173435	359796	1
3019391	3019391	1
3019391	361058	1
3029775	361058	1
2991214	2991214	2
3029355	3029355	1
3029355	359796	1
2464470	2988507	3
2473449	360630	1
2969722	360630	1
2983383	2995469	1
2981551	361058	1
3034870	361058	1
2981206	359796	1
2970016	359796	1
2974710	360630	1
3023536	361058	1
2999352	361058	1
2986640	3030300	1
2976996	359796	1
3035396	361058	2
3036022	358619	1
2985314	3036247	1
3036247	359796	1
3018238	358619	1
2968254	2507480	1
3723988	361058	1
2993920	358619	1
6615539	2995469	1
2989569	3031582	1
3036264	361058	1
3008636	359796	1
3015642	361058	1
3181928	358619	1
3181928	361055	1
3013120	361058	1
2968254	358619	1
3168609	359796	1
3035931	358619	1
3011270	358619	1
2978882	2978882	1
2978882	361058	1
2655603	360630	1
3175395	359796	1
2994963	361058	1
2984037	360630	1
3004427	361058	1
3022897	359796	1
2332143	360630	1
2525348	359796	1
2993240	2993240	1
3029213	360630	1
3028291	361058	1
3032592	361058	1
3036018	360630	1
7609695	358619	1
2990716	361058	1
361058	105343	1
105343	361058	1
2967108	2995469	1
3009289	361058	1
3003064	361058	1
2980104	361058	1
2988905	360630	1
2989317	360630	1
7609695	361058	1
6620229	6620229	1
3036426	361058	1
3032688	3032688	1
3032688	359796	1
2969477	358619	3
2980831	359796	1
2479536	359796	2
3023763	3023763	2
2496331	358048	1
10129148	361055	1
3009978	361058	2
2981983	358619	1
2507480	2972315	1
3033881	361055	1
3003544	3003544	1
3018174	358619	1
3035776	358619	1
3003045	361058	1
2996463	361058	1
3001191	3001191	1
3001191	360630	1
3024306	361058	1
3037021	360630	1
2990417	361058	1
3190261	361055	1
3037842	361058	1
2750405	361058	1
3018679	360630	1
2782113	361055	1
3014784	361058	1
2659836	358619	1
3030300	358048	2
2987421	2972315	1
2972315	359783	1
146400	360630	1
2978841	361058	1
2973385	2989187	1
2989187	361058	1
3018238	360630	1
3031924	360630	1
3031667	361058	1
3004835	2992422	1
2992422	361058	1
3025753	360630	1
2983276	2983276	1
2980170	361058	1
2997046	2997046	1
2997046	361058	1
3038638	359796	1
2998264	361058	1
2985947	2985947	1
2992263	358619	2
2998127	360630	1
2992263	2995469	1
2972315	2472350	1
2999683	358619	1
163843	170063	1
2987421	360630	1
10173619	360630	1
260114	360630	1
2986697	2986697	1
2986697	359796	1
3020251	359796	1
2986785	2986785	1
2986785	360630	1
3003148	358619	1
3038545	360630	1
2510769	3031582	1
3030142	359796	1
2988299	361058	1
2977880	2977880	1
2977880	360630	1
3034198	360630	1
2500583	358619	1
3021980	3021980	1
3021980	359796	1
2996700	361058	1
2967395	2967395	1
2967395	361058	1
3023506	3117735	1
3117735	361058	1
3067696	2988507	1
2980262	361058	1
3005735	3005735	1
3005735	361058	1
2495662	360630	2
2996180	358619	1
2514256	359796	1
6299502	360630	1
2660646	2995469	1
3031582	358619	1
2975382	2975382	1
2975382	359796	1
3015610	361058	1
3037072	361058	1
2973392	361058	1
3012022	360630	1
3024239	3024239	1
3024239	359796	1
3024239	360630	1
3026795	361058	1
3029974	358619	1
2996287	360630	1
3008861	358619	1
2973183	359493	1
359493	359796	1
2990244	2981754	1
2981754	359796	1
3027197	361058	1
2973783	361055	1
2975442	361058	1
2984250	2988507	1
3027857	360630	1
3032520	3032520	1
3032520	2988507	1
3032520	3005417	1
3183089	361058	1
3007998	360630	1
2989806	359796	1
3028542	358619	1
2994070	360630	1
3088825	360630	1
3033625	358619	1
2660632	358619	1
2984719	361058	1
3035522	358619	1
3012621	358619	1
3025724	358619	1
2986685	2986685	1
2986685	361058	1
2982875	361058	1
2968755	361058	1
3024635	2995469	1
2991695	361058	1
2993586	2993586	2
2993586	359796	1
3021382	2995469	2
2995469	3021382	1
361058	347497	1
347497	360630	1
2968910	2995469	1
2968910	361058	1
2976944	361058	1
3037543	2995469	1
3037543	359796	1
2993380	361058	1
2969804	359796	1
3018109	3038151	2
3038151	360630	2
3167777	361058	1
2971409	358619	1
2990363	360610	1
3031090	2996944	2
2972315	361055	2
3031090	351481	1
3031090	3031090	1
3031090	360630	1
2972083	359796	1
260114	361055	1
3037402	361058	1
3038498	360630	1
2246452	2968059	1
3025892	361058	1
2993586	361055	1
2968768	2968768	1
2968768	359796	1
3034126	361058	1
3014784	359796	1
2993502	358619	1
2999185	359796	1
3021993	359796	1
2976805	359796	1
3008909	361058	1
3037021	2988507	1
2968142	360630	1
2978782	3026637	1
3026637	360630	1
3005534	358619	1
3035498	2988507	1
2981304	361058	1
3035498	360630	1
2988801	360630	1
2967895	361058	1
2974689	361055	1
347196	361055	1
2972562	2972562	1
2972562	359796	1
3021129	361058	1
2969022	361058	2
2969022	2969022	1
2972695	361058	1
3021435	358619	1
2986824	360630	1
3037829	1566083	1
3035036	361058	1
3015298	361058	1
2998127	359796	1
6617811	6617811	1
6617811	360630	1
2990474	359796	1
3037543	3037543	1
3037543	2988507	1
3004427	357994	1
3026208	358869	1
358869	361058	1
2986694	359796	1
2994617	2994617	1
2977962	361058	1
2976125	2976125	2
2974197	358619	1
3114472	1566083	1
2998165	361058	1
3021767	361058	1
3019897	360630	1
2973927	361058	1
360821	361058	1
2981424	360630	1
3002633	358619	1
2978583	361058	1
3037891	360630	1
3016824	3038493	1
3038493	359796	1
2496331	361058	1
3010201	361058	1
6619423	3030564	1
3030564	361058	1
2986561	2986561	1
2997577	2972328	1
3019585	359796	1
6620214	6620214	1
6620214	359796	1
3012975	360630	1
2995854	361058	1
3032875	359796	1
2994935	2988507	1
2986682	2986682	1
2986682	359796	1
3031133	3031133	1
3012937	358619	1
2970679	2988507	1
3013173	361058	1
3027226	361058	2
2999259	361058	1
3003714	361058	2
2977915	2977921	1
2968768	361058	1
2990442	2990442	1
2990442	359796	1
3034939	361058	1
2971108	3025466	1
3019229	358619	1
2985706	361058	1
2986807	2983990	1
2983990	359796	1
311046	359796	1
3030264	2999683	1
2999683	359796	1
3024783	360630	1
3038100	2986816	1
2986816	359796	1
2988825	2988825	1
2988825	360630	1
3017219	360630	1
3014477	358619	2
2981767	361058	1
2974446	127486	1
2974162	2974162	1
2974162	359796	1
2977845	2977845	1
2977845	361058	1
2977845	361055	1
2976264	361058	1
3007783	359796	1
299817	360630	1
2972156	359796	1
2970187	360630	2
3020251	358619	1
2997936	359796	3
2997936	361055	1
2971258	361055	1
3038334	2972328	1
311046	2782113	1
2992030	361058	1
2992030	359796	1
2981453	3010025	1
3029162	3029162	1
3028347	360630	1
3033363	3033363	1
3033363	359796	1
3169070	359796	1
2499193	2499193	1
3021372	361055	1
1585330	361058	1
2993708	359796	1
3018903	360630	2
3018903	3018903	1
2990969	2990969	1
2992842	361058	1
2979792	360630	1
3017789	359796	1
3029162	358619	1
2747891	360630	1
2984718	361058	1
2987651	361058	1
2977645	361058	1
3034064	359796	1
3038217	358619	1
2497298	361058	1
3005326	3005825	2
3005825	3005326	2
3020761	359796	1
2968765	2968748	1
3032833	361055	1
2988507	6529336	1
6529336	360630	1
3019293	359796	1
2987577	2987577	1
2987577	359796	1
2996944	2495662	1
2992144	361058	1
3028322	358619	1
2993875	359796	1
2977922	361058	1
3038459	360630	1
2968755	361055	1
3026637	361058	1
3019299	361058	1
2979185	361058	1
3007939	361058	1
3005731	361058	1
2984699	360630	1
2979985	2979985	1
2979985	361058	1
3032214	361058	1
3003991	361058	2
3003991	2472350	1
3009017	358619	1
2968755	358619	1
2973030	360630	1
2978942	361058	1
2978125	361058	1
2972315	2988667	1
2988667	360630	1
2969291	1566083	1
3010315	2988507	1
3017294	361058	1
2980808	2980808	1
2980808	361058	1
2992391	361058	1
2981492	361058	1
2969441	361058	1
2990882	361058	1
2969401	361058	1
2983489	2983489	1
2983489	361058	2
3038448	361058	1
3012732	3012732	1
3012732	361058	1
2982652	358619	1
2980265	359796	1
3038638	361055	1
3030101	360630	1
2986501	360630	1
2988063	360630	1
2972467	358619	2
3020989	361058	1
2991481	358619	1
2523630	361058	1
2969213	361058	1
3036557	358619	1
2972214	2972214	2
2972214	360630	2
3028431	2995469	1
2981206	2969392	1
2992827	360630	1
3012465	361058	1
2658276	360630	1
2975446	360630	1
3006787	359796	1
2981026	361058	1
2967870	360630	1
3017382	3017382	1
3030120	360630	1
3031086	2988507	1
2978185	358619	1
2982134	359796	1
3003796	359796	1
3034868	3034868	1
3034868	359796	1
2995469	2991214	1
2977129	361058	1
2790150	360630	1
2990615	360630	1
2975445	359796	1
696646	358619	1
2523650	361058	4
2523650	2523650	1
2787378	361058	1
3019812	3019812	1
3019812	359796	1
3013216	3013216	1
3013216	359796	1
2990969	361055	1
2967918	2967920	1
3035498	3035498	1
3037310	358619	2
3037708	361058	1
2989807	2989807	1
2989807	359796	1
2995469	3006414	1
2485926	358683	1
3007972	359796	1
2973698	2973698	1
2973698	359796	1
2991227	360630	1
361055	358048	1
2975470	358619	1
369103	360630	3
2994106	3025821	1
3025821	359796	1
2524566	360630	1
148730	359796	1
337996	361058	1
